appid,pc_requirements,mac_requirements,linux_requirements,minimum,recommended
883560,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows 7 SP1+, 8, 10, 64-bit versions only<br></li><li><strong>Processor:</strong> SSE2 instruction supported. For VR : Intel i5-4590, AMD FX 8350 equivalent or better.<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> Graphics card with DX10 (shader model 4.0) capabilities. For VR : GeForce GTX 970 (AMD Radeon R9 290) or better.<br></li><li><strong>DirectX:</strong> Version 10<br></li><li><strong>Storage:</strong> 600 MB available space<br></li><li><strong>Additional Notes:</strong> The demonstration version is less than 100mb and should ensure the game work on your computer.</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>Network:</strong> Broadband Internet connection</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Not yet tested<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> Graphics card with DX10 (shader model 4.0) capabilities. VR requirements unknown.<br></li><li><strong>Storage:</strong> 600 MB available space<br></li><li><strong>Additional Notes:</strong> A demonstration version will be available soon to ensure the game work on your computer.</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>Network:</strong> Broadband Internet connection</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system</li></ul>'}","Requires a 64-bit processor and operating system OS: Windows 7 SP1+, 8, 10, 64-bit versions only Processor: SSE2 instruction supported. For VR : Intel i5-4590, AMD FX 8350 equivalent or better. Memory: 4 GB RAM Graphics: Graphics card with DX10 (shader model 4.0) capabilities. For VR : GeForce GTX 970 (AMD Radeon R9 290) or better. DirectX: Version 10 Storage: 600 MB available space Additional Notes: The demonstration version is less than 100mb and should ensure the game work on your computer.",Requires a 64-bit processor and operating system Network: Broadband Internet connection
884960,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP or newer<br></li><li><strong>Processor:</strong> Support for SSE2 instruction set<br></li><li><strong>Memory:</strong> 512 MB RAM<br></li><li><strong>Graphics:</strong> OpenGL<br></li><li><strong>Storage:</strong> 512 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Mac OS X 10.6 or newer<br></li><li><strong>Processor:</strong> Support for SSE2 instruction set<br></li><li><strong>Memory:</strong> 512 MB RAM<br></li><li><strong>Graphics:</strong> OpenGL<br></li><li><strong>Storage:</strong> 400 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 10.10 or newer<br></li><li><strong>Processor:</strong> Support for SSE2 instruction set<br></li><li><strong>Memory:</strong> 512 MB RAM<br></li><li><strong>Graphics:</strong> OpenGL<br></li><li><strong>Storage:</strong> 400 MB available space</li></ul>'}",OS: Windows XP or newer Processor: Support for SSE2 instruction set Memory: 512 MB RAM Graphics: OpenGL Storage: 512 MB available space,
885180,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7<br></li><li><strong>Processor:</strong> 2.0 GHz Dual Core<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA Geforce GTS 450 or AMD Radeon HD 6750<br></li><li><strong>DirectX:</strong> Version 9.0<br></li><li><strong>Storage:</strong> 200 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> 10.6<br></li><li><strong>Processor:</strong> Intel single core<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Graphics:</strong> 2011 GPU<br></li><li><strong>Storage:</strong> 200 MB available space</li></ul>'}",[],OS: Windows 7 Processor: 2.0 GHz Dual Core Memory: 4 GB RAM Graphics: NVIDIA Geforce GTS 450 or AMD Radeon HD 6750 DirectX: Version 9.0 Storage: 200 MB available space,
885590,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7 SP1, Windows 8.1, Windows 10<br></li><li><strong>Processor:</strong> Intel i5-4590, AMD FX 8350 equivalent or greater<br></li><li><strong>Memory:</strong> 4000 MB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce GTX 970, AMD Radeon R9 290 or greater<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 900 MB available space<br></li><li><strong>Additional Notes:</strong> Headphones recommended</li></ul>'}",[],[],"OS: Windows 7 SP1, Windows 8.1, Windows 10 Processor: Intel i5-4590, AMD FX 8350 equivalent or greater Memory: 4000 MB RAM Graphics: NVIDIA GeForce GTX 970, AMD Radeon R9 290 or greater DirectX: Version 11 Storage: 900 MB available space Additional Notes: Headphones recommended",
887370,"{'minimum': '<strong>Minimalne:</strong><br><ul class=""bb_ul""><li>Wymaga 64-bitowego procesora i systemu operacyjnego<br></li><li><strong>System operacyjny:</strong> Windows 7<br></li><li><strong>Procesor:</strong> Intel Core i3-4170<br></li><li><strong>Pamięć:</strong> 8 GB RAM<br></li><li><strong>Karta graficzna:</strong> GeForce GTX 550 Ti / Radeon HD 7770<br></li><li><strong>DirectX:</strong> Wersja 11<br></li><li><strong>Miejsce na dysku:</strong> 10 GB dostępnej przestrzeni<br></li><li><strong>Dodatkowe uwagi:</strong> Average of 30 frames per second at medium settings and 720p</li></ul>', 'recommended': '<strong>Zalecane:</strong><br><ul class=""bb_ul""><li>Wymaga 64-bitowego procesora i systemu operacyjnego<br></li><li><strong>System operacyjny:</strong> Windows 10<br></li><li><strong>Procesor:</strong> Intel Core i5-7600K<br></li><li><strong>Pamięć:</strong> 8 GB RAM<br></li><li><strong>Karta graficzna:</strong> Nvidia GeForce GTX 980 / Radeon RX 580<br></li><li><strong>DirectX:</strong> Wersja 12<br></li><li><strong>Miejsce na dysku:</strong> 10 GB dostępnej przestrzeni</li></ul>'}","{'minimum': '<strong>Minimalne:</strong><br><ul class=""bb_ul""><li>Wymaga 64-bitowego procesora i systemu operacyjnego</li></ul>', 'recommended': '<strong>Zalecane:</strong><br><ul class=""bb_ul""><li>Wymaga 64-bitowego procesora i systemu operacyjnego</li></ul>'}","{'minimum': '<strong>Minimalne:</strong><br><ul class=""bb_ul""><li>Wymaga 64-bitowego procesora i systemu operacyjnego</li></ul>', 'recommended': '<strong>Zalecane:</strong><br><ul class=""bb_ul""><li>Wymaga 64-bitowego procesora i systemu operacyjnego</li></ul>'}",Minimalne: Wymaga 64-bitowego procesora i systemu operacyjnego System operacyjny: Windows 7 Procesor: Intel Core i3-4170 Pamięć: 8 GB RAM Karta graficzna: GeForce GTX 550 Ti / Radeon HD 7770 DirectX: Wersja 11 Miejsce na dysku: 10 GB dostępnej przestrzeni Dodatkowe uwagi: Average of 30 frames per second at medium settings and 720p,Zalecane: Wymaga 64-bitowego procesora i systemu operacyjnego System operacyjny: Windows 10 Procesor: Intel Core i5-7600K Pamięć: 8 GB RAM Karta graficzna: Nvidia GeForce GTX 980 / Radeon RX 580 DirectX: Wersja 12 Miejsce na dysku: 10 GB dostępnej przestrzeni
887400,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7/8.1/10<br></li><li><strong>Processor:</strong> 2.5GHz<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> Intel HD Graphics 128 MB<br></li><li><strong>Storage:</strong> 2 GB available space<br></li><li><strong>Additional Notes:</strong> Only Xbox360 and XboxOne controllers currently supported (But a mouse and keyboard are recommended anyways)</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7/8.1/10<br></li><li><strong>Processor:</strong> 3.0GHz<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> 1 GB VRAM<br></li><li><strong>Storage:</strong> 2 GB available space<br></li><li><strong>Additional Notes:</strong> Only Xbox360 and XboxOne controllers currently supported (But a mouse and keyboard are recommended anyways)</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Latest OSX<br></li><li><strong>Processor:</strong> 2.5GHz<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> 128MB VRAM<br></li><li><strong>Storage:</strong> 2 GB available space<br></li><li><strong>Additional Notes:</strong> Does not support controllers</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Latest OSX<br></li><li><strong>Processor:</strong> 3.0GHz<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> 1 GB VRAM<br></li><li><strong>Storage:</strong> 2 GB available space<br></li><li><strong>Additional Notes:</strong> Does not support controllers</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>Processor:</strong> 2.5GHz<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> 128MB VRAM<br></li><li><strong>Storage:</strong> 2 GB available space<br></li><li><strong>Additional Notes:</strong> Does not support controllers</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>Processor:</strong> 3.0GHz<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> 1 GB VRAM<br></li><li><strong>Storage:</strong> 2 GB available space<br></li><li><strong>Additional Notes:</strong> Does not support controllers</li></ul>'}",OS: Windows 7/8.1/10 Processor: 2.5GHz Memory: 4 GB RAM Graphics: Intel HD Graphics 128 MB Storage: 2 GB available space Additional Notes: Only Xbox360 and XboxOne controllers currently supported (But a mouse and keyboard are recommended anyways),OS: Windows 7/8.1/10 Processor: 3.0GHz Memory: 4 GB RAM Graphics: 1 GB VRAM Storage: 2 GB available space Additional Notes: Only Xbox360 and XboxOne controllers currently supported (But a mouse and keyboard are recommended anyways)
887750,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows Vista<br></li><li><strong>Processor:</strong> 2 GHz dual core<br></li><li><strong>Memory:</strong> 1024 MB RAM<br></li><li><strong>Graphics:</strong> Hardware-accelerated OpenGL or OpenGL ES<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 52 MB available space<br></li><li><strong>Additional Notes:</strong> Minimum resolution of 940x600</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7+<br></li><li><strong>Processor:</strong> 2 GHz dual core<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> Hardware-accelerated OpenGL or OpenGL ES<br></li><li><strong>Storage:</strong> 52 MB available space<br></li><li><strong>Additional Notes:</strong> Minimum resolution of 940x600</li></ul>'}",[],[],OS: Windows Vista Processor: 2 GHz dual core Memory: 1024 MB RAM Graphics: Hardware-accelerated OpenGL or OpenGL ES Network: Broadband Internet connection Storage: 52 MB available space Additional Notes: Minimum resolution of 940x600,OS: Windows 7+ Processor: 2 GHz dual core Memory: 2 GB RAM Graphics: Hardware-accelerated OpenGL or OpenGL ES Storage: 52 MB available space Additional Notes: Minimum resolution of 940x600
888040,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7<br></li><li><strong>Processor:</strong> 1.8GHz Processor<br></li><li><strong>Memory:</strong> 512 MB RAM<br></li><li><strong>Graphics:</strong> 3D graphics card compatible with DirectX 9.0c<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Storage:</strong> 1 GB available space<br></li><li><strong>Sound Card:</strong> sound card compatible with Direct X 9.0c</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 10<br></li><li><strong>Processor:</strong> 1.8GHz Processor<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Graphics:</strong> 3D graphics card compatible with DirectX 9.0c<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Storage:</strong> 1 GB available space<br></li><li><strong>Sound Card:</strong> sound card compatible with Direct X 9.0c</li></ul>'}",[],[],OS: Windows 7 Processor: 1.8GHz Processor Memory: 512 MB RAM Graphics: 3D graphics card compatible with DirectX 9.0c DirectX: Version 9.0c Storage: 1 GB available space Sound Card: sound card compatible with Direct X 9.0c,OS: Windows 10 Processor: 1.8GHz Processor Memory: 1 GB RAM Graphics: 3D graphics card compatible with DirectX 9.0c DirectX: Version 9.0c Storage: 1 GB available space Sound Card: sound card compatible with Direct X 9.0c
889040,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows 7<br></li><li><strong>Processor:</strong> Intel Core 2 Duo 2.4 GHz or AMD Athlon X2 2.7 GHz<br></li><li><strong>Graphics:</strong> ATI Radeon 3870 or higher, Nvidia GeForce 8800 GT or higher<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Storage:</strong> 2000 MB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system</li></ul>'}","Requires a 64-bit processor and operating system OS: Windows 7 Processor: Intel Core 2 Duo 2.4 GHz or AMD Athlon X2 2.7 GHz Graphics: ATI Radeon 3870 or higher, Nvidia GeForce 8800 GT or higher DirectX: Version 9.0c Storage: 2000 MB available space",Requires a 64-bit processor and operating system
889320,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> 7<br></li><li><strong>Processor:</strong> AMD Athlon 64 X2 Dual Core Processor 4800+ 2.51GHz<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> AMD Radeon HD 6670<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 600 MB available space<br></li><li><strong>Sound Card:</strong> AMD HD Audio Device<br></li><li><strong>Additional Notes:</strong> </li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> 10<br></li><li><strong>Processor:</strong> Intel Core i5 7200 2.5GHZ<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> Radeon 520<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 1 GB available space<br></li><li><strong>Sound Card:</strong> AMD HD Audio Device</li></ul>'}",[],[],OS: 7 Processor: AMD Athlon 64 X2 Dual Core Processor 4800+ 2.51GHz Memory: 2 GB RAM Graphics: AMD Radeon HD 6670 DirectX: Version 11 Storage: 600 MB available space Sound Card: AMD HD Audio Device Additional Notes:,OS: 10 Processor: Intel Core i5 7200 2.5GHZ Memory: 4 GB RAM Graphics: Radeon 520 DirectX: Version 11 Storage: 1 GB available space Sound Card: AMD HD Audio Device
889760,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> WindowsR 7/8/8.1/10 (32bit/64bit)<br></li><li><strong>Processor:</strong> Intel Core2 Duo or better<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> DirectX 9/OpenGL 4.1 capable GPU<br></li><li><strong>Storage:</strong> 1 GB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>Graphics:</strong> OpenGL ES 2.0 hardware driver support required for WebGL acceleration. (AMD Catalyst 10.9, nVidia 358.50), iOS 8.0, Android 4.4.4*</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Mac OSX 10.10 or better<br></li><li><strong>Processor:</strong> Intel Core2 Duo or better<br></li><li><strong>Graphics:</strong> Compatible OpenGLR</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 14.04 or Steam OS 2.0 (64 bit)</li></ul>'}",OS: WindowsR 7/8/8.1/10 (32bit/64bit) Processor: Intel Core2 Duo or better Memory: 4 GB RAM Graphics: DirectX 9/OpenGL 4.1 capable GPU Storage: 1 GB available space,"Graphics: OpenGL ES 2.0 hardware driver support required for WebGL acceleration. (AMD Catalyst 10.9, nVidia 358.50), iOS 8.0, Android 4.4.4*"
